Id,Address_State,Application_Type,Emp_Length,Emp_Title,Grade,Home_Ownership,Issue_Date,Last_Credit_Pull_Date,Last_Payment_Date,Loan_Status,Next_Payment_Date,Member_Id,Purpose,Sub_Grade,Term,Verification_Status,Annual_Income,Dti,Installment,Int_Rate,Loan_Amount,Total_Acc,Total_Payment,Emp_Length_Clean,Reliability_Score (%)
970574,NC,INDIVIDUAL,5 years,USPS,B,MORTGAGE,44480,44241,00:00.0,Fully Paid,44267,1191842,Car,B2, 36 months,Source Verified,45000,0.136,123.78,0.1065,3800,23,3891,5 years,75
388494,MI,INDIVIDUAL,< 1 year,Mt. Clemens General Hospital,B,MORTGAGE,44295,44358,00:00.0,Fully Paid,44388,421995,Car,B5, 36 months,Source Verified,45204,0.2095,158.25,0.1221,4750,49,5612,1 year,70
638117,IL,INDIVIDUAL,2 years,Morton Grove School District 70,B,MORTGAGE,44540,44210,00:00.0,Fully Paid,44241,817417,Car,B4, 36 months,Source Verified,130000,0.1254,161.32,0.0999,5000,41,5808,2 years,65
556502,NV,INDIVIDUAL,6 years,Las Vegas Metro Police,B,MORTGAGE,44418,44390,00:00.0,Fully Paid,44421,716590,Car,B5, 36 months,Source Verified,99600,0.0207,165.74,0.1186,5000,17,5965,6 years,65
689989,OH,INDIVIDUAL,10+ years,self,B,MORTGAGE,44266,44543,00:00.0,Fully Paid,44574,880319,Car,B1, 36 months,Source Verified,156000,0.2482,320.94,0.0963,10000,48,11412,10 years,80
634908,CA,INDIVIDUAL,10+ years,Alameda Co Health Dept,C,MORTGAGE,44540,44210,00:00.0,Fully Paid,44241,813336,Car,C5, 36 months,Source Verified,55000,0.1292,272.34,0.1372,8000,21,9805,10 years,80
1030732,MD,INDIVIDUAL,5 years,University of Maryland Medical Center,C,MORTGAGE,44511,44332,00:00.0,Fully Paid,44574,1260349,Car,C1, 36 months,Source Verified,110000,0.1238,40.72,0.1349,1200,42,1432,5 years,75
407123,CA,INDIVIDUAL,< 1 year,Besteway Recycling,C,MORTGAGE,44356,44542,00:00.0,Fully Paid,44239,456144,Car,C3, 36 months,Source Verified,36500,0.2232,236.4,0.1316,7000,28,8457,1 year,70
1030060,TX,INDIVIDUAL,5 years,"Carabin & Shaw, P.C.",C,MORTGAGE,44511,44391,00:00.0,Fully Paid,44542,1259256,Car,C4, 36 months,Source Verified,53208,0.1865,295.79,0.1527,8500,17,9553,5 years,75
553204,TX,INDIVIDUAL,< 1 year,Comsys,D,MORTGAGE,44387,44421,00:00.0,Fully Paid,44452,712783,Car,D4, 36 months,Source Verified,74400,0.0268,351.33,0.1595,10000,9,12648,1 year,70
885704,NC,INDIVIDUAL,4 years,"Charlotte Jet, inc.",B,MORTGAGE,44450,44362,00:00.0,Fully Paid,44514,1101525,Car,B5, 36 months,Source Verified,24996,0.0907,167.73,0.1269,5000,8,6038,4 years,65
735317,CA,INDIVIDUAL,2 years,Coalinga State Hospital,A,OWN,44297,44541,00:00.0,Fully Paid,44572,931992,Car,A3, 36 months,Source Verified,104000,0.0053,308.41,0.0692,10000,15,10374,2 years,65
656319,GA,INDIVIDUAL,8 years,Columbus State Uni.,A,OWN,44207,44210,00:00.0,Fully Paid,44269,839434,Car,A2, 36 months,Source Verified,26400,0.2159,242.62,0.0579,8000,10,8734,8 years,65
744882,PA,INDIVIDUAL,< 1 year,Luxury Yacht Group,A,OWN,44327,44331,00:00.0,Fully Paid,44572,943398,Car,A1, 36 months,Source Verified,42000,0.0574,180.96,0.0542,6000,9,6158,1 year,70
763366,MN,INDIVIDUAL,< 1 year,mandile fruit co,A,OWN,44358,44332,00:00.0,Fully Paid,44422,963980,Car,A5, 36 months,Source Verified,21600,0.1783,66.29,0.0849,2100,6,2386,1 year,70
891867,KS,INDIVIDUAL,7 years,SouthWest Express,B,OWN,44450,44483,00:00.0,Fully Paid,44514,1108734,Car,B2, 36 months,Source Verified,120000,0.0504,162.87,0.1065,5000,12,5863,7 years,65
649075,NV,INDIVIDUAL,10+ years,SAM'S TOWN HOTEL,B,OWN,44207,44241,00:00.0,Fully Paid,44269,830379,Car,B4, 36 months,Source Verified,28800,0.0321,195.7,0.1074,6000,7,7045,10 years,80
978429,IL,INDIVIDUAL,< 1 year,Lion Sleep Labs,B,OWN,44480,44330,00:00.0,Fully Paid,44361,1201267,Car,B1, 36 months,Source Verified,60000,0.0888,290.03,0.0991,9000,18,10406,1 year,70
560368,NY,INDIVIDUAL,6 years,Island Pump & Tank,C,OWN,44418,44243,00:00.0,Fully Paid,44452,721250,Car,C2, 36 months,Source Verified,48000,0.0845,142.76,0.1361,4200,5,5139,6 years,65
858551,NY,INDIVIDUAL,10+ years,Self,C,OWN,44450,44332,00:00.0,Fully Paid,44482,1071108,Car,C1, 36 months,Source Verified,87600,0.1632,404.27,0.1299,12000,21,14197,10 years,80
549843,TX,INDIVIDUAL,3 years,"Kellogg, Brown, and Root",D,OWN,44387,44545,00:00.0,Fully Paid,44298,708810,Car,D3, 36 months,Source Verified,78000,0.0046,419.41,0.1558,12000,34,14330,3 years,65
735873,NJ,INDIVIDUAL,1 year,USPS,A,RENT,44327,44358,00:00.0,Fully Paid,44388,932694,Car,A5, 36 months,Source Verified,43000,0.0028,94.69,0.0849,3000,8,3022,1 year,70
863602,GA,INDIVIDUAL,2 years,Access Insurance,A,RENT,44419,44332,00:00.0,Fully Paid,44574,1076735,Car,A1, 36 months,Source Verified,37440,0.0638,90.48,0.0542,3000,12,3240,2 years,65
417841,TX,INDIVIDUAL,2 years,Thirteen23 Corp,A,RENT,44386,44329,00:00.0,Fully Paid,44267,487381,Car,A2, 36 months,Source Verified,75000,0.0186,187.15,0.0768,6000,13,6719,2 years,65
417683,CA,INDIVIDUAL,2 years,Gensler,A,RENT,44356,44359,00:00.0,Fully Paid,44389,487134,Car,A4, 36 months,Source Verified,48996,0.0867,127.79,0.0932,4000,21,4597,2 years,65
667788,CA,INDIVIDUAL,2 years,Law Office of Jillian Sidoti,A,RENT,44238,44242,00:00.0,Fully Paid,44269,853705,Car,A5, 36 months,Source Verified,30000,0.034,62.36,0.0766,2000,8,2245,2 years,65
660199,NJ,INDIVIDUAL,3 years,Stape & Gebeloff,A,RENT,44207,44243,00:00.0,Fully Paid,44269,844387,Car,A2, 36 months,Source Verified,33600,0.1171,145.57,0.0579,4800,16,5241,3 years,65
608470,WA,INDIVIDUAL,4 years,PROVIDENCE EMILY COURT,A,RENT,44510,44451,00:00.0,Fully Paid,44481,780554,Car,A4, 36 months,Source Verified,23000,0.2077,168.67,0.0654,5500,8,5978,4 years,65
752570,GA,INDIVIDUAL,5 years,Business Techonolgy Solutions,A,RENT,44327,44330,00:00.0,Fully Paid,44391,952161,Car,A4, 36 months,Source Verified,45000,0.0107,466.53,0.0749,15000,5,16795,5 years,75
949901,UT,INDIVIDUAL,5 years,transportation security administration,A,RENT,44480,44332,00:00.0,Fully Paid,44543,1186125,Car,A5, 36 months,Source Verified,34400,0.0617,133.37,0.089,4200,16,4738,5 years,75
817723,MD,INDIVIDUAL,7 years,Microbiology International,A,RENT,44388,44269,00:00.0,Fully Paid,44268,1025589,Car,A3, 36 months,Source Verified,70000,0.1461,432.22,0.0699,14000,15,14998,7 years,65
975902,CA,INDIVIDUAL,< 1 year,Foundation Capital,A,RENT,44480,44484,00:00.0,Fully Paid,44391,1198245,Car,A1, 36 months,Source Verified,90000,0.0552,365.23,0.0603,12000,15,13080,1 year,70
765413,GA,INDIVIDUAL,< 1 year,Dynamic Paint Solutions,A,RENT,44327,44361,00:00.0,Fully Paid,44391,966290,Car,A4, 36 months,Source Verified,35000,0.1255,99.53,0.0749,3200,9,3583,1 year,70
670280,CO,INDIVIDUAL,< 1 year,Visual Elements,A,RENT,44238,44480,00:00.0,Fully Paid,44511,856918,Car,A4, 36 months,Source Verified,144000,0.0785,179.86,0.0729,5800,33,6057,1 year,70
781559,FL,INDIVIDUAL,6 years,Convert2Media LLC,A,RENT,44358,44361,00:00.0,Fully Paid,44391,984416,Car,A3, 36 months,Source Verified,82560,0.0481,139.82,0.0742,4500,40,5033,6 years,65
976685,VA,INDIVIDUAL,< 1 year,usmc,A,RENT,44480,44332,00:00.0,Fully Paid,44482,1199457,Car,A4, 36 months,Source Verified,75000,0.219,68.84,0.079,2200,43,2438,1 year,70
797136,MN,INDIVIDUAL,1 year,State of Minnesota,A,RENT,44450,44329,00:00.0,Fully Paid,44360,1002069,Car,A2, 36 months,Source Verified,51000,0.1445,182.51,0.0599,6000,34,6451,1 year,70
838648,CA,INDIVIDUAL,5 years,Serra Manufactoring,A,RENT,44419,44332,00:00.0,Fully Paid,44268,1048756,Car,A4, 36 months,Source Verified,24720,0.2636,155.51,0.0749,5000,11,5439,5 years,75
726272,MI,INDIVIDUAL,< 1 year,Sunbelt Staffing,A,RENT,44297,44332,00:00.0,Fully Paid,44239,921618,Car,A5, 36 months,Source Verified,57600,0.0052,249.44,0.0766,8000,16,8373,1 year,70
967040,OH,INDIVIDUAL,10+ years,Abercrombie & Fitch,A,RENT,44450,44451,00:00.0,Fully Paid,44481,1187943,Car,A3, 36 months,Source Verified,60000,0.091,171.11,0.0751,5500,18,5648,10 years,80
611963,AL,INDIVIDUAL,8 years,CPSI,A,RENT,44510,44332,00:00.0,Fully Paid,44328,784706,Car,A1, 36 months,Source Verified,60000,0.0626,150.8,0.0542,5000,43,5290,8 years,65
862447,TX,INDIVIDUAL,< 1 year,ETSNA,A,RENT,44450,44483,00:00.0,Fully Paid,44514,1075487,Car,A3, 36 months,Source Verified,40000,0.0507,130.67,0.0751,4200,12,4704,1 year,70
725986,TX,INDIVIDUAL,< 1 year,Camin Cargo Control,A,RENT,44297,44450,00:00.0,Fully Paid,44480,921308,Car,A3, 36 months,Source Verified,50000,0.006,123.37,0.0692,4000,6,4089,1 year,70
857223,SD,INDIVIDUAL,< 1 year,Z-Wireless Verizon Wireless Premium Reta,A,RENT,44419,44454,00:00.0,Fully Paid,44267,1069657,Car,A5, 36 months,Source Verified,22800,0.0316,63.13,0.0849,2000,18,2060,1 year,70
865104,CA,INDIVIDUAL,1 year,Disneyland-Sodexo,B,RENT,44450,44242,00:00.0,Fully Paid,44390,1078356,Car,B5, 36 months,Source Verified,29534,0.1377,159.41,0.1199,4800,7,5558,1 year,70
800353,CO,INDIVIDUAL,1 year,Denver Water,B,RENT,44388,44267,00:00.0,Fully Paid,44298,1005627,Car,B5, 36 months,Source Verified,31200,0.0892,106.28,0.1199,3200,15,3435,1 year,70
659208,CA,INDIVIDUAL,2 years,MJ Tank Lines,B,RENT,44207,44241,00:00.0,Fully Paid,44269,843108,Car,B3, 36 months,Source Verified,50000,0.0958,97.33,0.1037,3000,27,3504,2 years,65
789641,NJ,INDIVIDUAL,2 years,McClain & Co.,B,RENT,44358,44422,00:00.0,Fully Paid,44453,993586,Car,B5, 36 months,Source Verified,55000,0.1606,129.52,0.1199,3900,35,4664,2 years,65
707388,WA,INDIVIDUAL,3 years,Actionecho,B,RENT,44266,44240,00:00.0,Fully Paid,44480,899730,Car,B2, 36 months,Source Verified,45600,0.1442,290.41,0.1,9000,24,9143,3 years,65
843173,VA,INDIVIDUAL,3 years,U.S. Navy,B,RENT,44419,44422,00:00.0,Fully Paid,44453,1053936,Car,B4, 36 months,Source Verified,42072,0.0824,164.86,0.1149,5000,4,5935,3 years,65
744325,FL,INDIVIDUAL,4 years,bike america,B,RENT,44327,44515,00:00.0,Fully Paid,44299,942790,Car,B3, 36 months,Source Verified,52800,0.1195,293.79,0.1099,8975,17,10308,4 years,65
609451,NJ,INDIVIDUAL,< 1 year,awnings by bill lioyd llc,B,RENT,44510,44242,00:00.0,Fully Paid,44359,781732,Car,B1, 36 months,Source Verified,12000,0.05,190.47,0.0888,6000,10,6602,1 year,70
1052196,TX,INDIVIDUAL,< 1 year,Travis Central Appraisal District,B,RENT,44541,44210,00:00.0,Fully Paid,44574,1283745,Car,B4, 36 months,Source Verified,47000,0.0291,167.08,0.1242,5000,4,5577,1 year,70
664402,CA,INDIVIDUAL,2 years,MillenWorks,B,RENT,44238,44421,00:00.0,Fully Paid,44452,849543,Car,B1, 36 months,Source Verified,62000,0.0279,256.76,0.0963,8000,8,9154,2 years,65
770260,NY,INDIVIDUAL,8 years,USAF,B,RENT,44358,44361,00:00.0,Fully Paid,44391,971872,Car,B4, 36 months,Source Verified,72000,0.0067,329.72,0.1149,10000,16,11870,8 years,65
990430,AZ,INDIVIDUAL,2 years,US Army,B,RENT,44480,44301,00:00.0,Fully Paid,44453,1214411,Car,B5, 36 months,Source Verified,28800,0.0396,218.05,0.1269,6500,11,7836,2 years,65
999669,CA,INDIVIDUAL,4 years,kohls,B,RENT,44480,44332,00:00.0,Fully Paid,44514,1225058,Car,B4, 36 months,Source Verified,20000,0.0474,267.33,0.1242,8000,8,9620,4 years,65
666141,NY,INDIVIDUAL,< 1 year,Frank Felino Architect,B,RENT,44238,44242,00:00.0,Fully Paid,44450,851664,Car,B5, 36 months,Source Verified,36000,0.183,157.4,0.1111,4800,15,5051,1 year,70
633453,MN,INDIVIDUAL,4 years,Perkins,B,RENT,44540,44240,00:00.0,Fully Paid,44268,811539,Car,B1, 36 months,Source Verified,10800,0.1889,79.36,0.0888,2500,16,2819,4 years,65
580245,TX,INDIVIDUAL,4 years,Netjets Aviation Inc.,B,RENT,44449,44484,00:00.0,Fully Paid,44360,745932,Car,B4, 36 months,Source Verified,80000,0.2133,247.29,0.1149,7500,39,8880,4 years,65
741868,NV,INDIVIDUAL,< 1 year,Titanium Metals Corporation,B,RENT,44327,44268,00:00.0,Fully Paid,44299,939876,Car,B2, 36 months,Source Verified,41600,0.0366,260.36,0.1059,8000,5,9143,1 year,70
1002790,NV,INDIVIDUAL,3 years,Reno iPhone iPod Repair,B,RENT,44480,44514,00:00.0,Fully Paid,44544,1228866,Car,B1, 36 months,Source Verified,30000,0.0986,135.35,0.0991,4200,32,4872,3 years,65
669286,TX,INDIVIDUAL,1 year,pizza hut,B,RENT,44238,44392,00:00.0,Fully Paid,44269,855754,Car,B2, 36 months,Source Verified,14400,0.1933,96.81,0.1,3000,14,3485,1 year,70
634978,CA,INDIVIDUAL,1 year,Kellwood Company,C,RENT,44540,44210,00:00.0,Fully Paid,44241,813425,Car,C1, 36 months,Source Verified,45000,0.0589,333.25,0.1223,10000,7,11997,1 year,70
495971,FL,INDIVIDUAL,10+ years,Miami air international,C,RENT,44265,44332,00:00.0,Fully Paid,44329,635400,Car,C5, 36 months,Source Verified,120000,0.1447,164.57,0.1422,4800,31,5924,10 years,80
395663,NY,INDIVIDUAL,2 years,,C,RENT,44325,44484,00:00.0,Fully Paid,44359,246583,Car,C5, 36 months,Source Verified,70000,0.2153,238.53,0.1379,7000,12,8587,2 years,65
845342,CA,INDIVIDUAL,9 years,NDS Americas,C,RENT,44450,44271,00:00.0,Fully Paid,44482,1056532,Car,C1, 36 months,Source Verified,170000,0.1626,572.72,0.1299,17000,14,20160,9 years,65
748900,TX,INDIVIDUAL,3 years,M.L. Wisner,C,RENT,44327,44330,00:00.0,Fully Paid,44391,948037,Car,C2, 36 months,Source Verified,57600,0.1173,178.99,0.1349,5275,11,6443,3 years,65
435921,MI,INDIVIDUAL,4 years,"Hi Lex Controls, Inc",C,RENT,44417,44332,00:00.0,Fully Paid,44481,521210,Car,C2, 36 months,Source Verified,39500,0.0112,169.01,0.1322,5000,9,6084,4 years,65
769097,NY,INDIVIDUAL,< 1 year,Hudson Health Plan,C,RENT,44327,44302,00:00.0,Fully Paid,44269,970523,Car,C1, 36 months,Source Verified,42500,0.0274,134.76,0.1299,4000,7,4837,1 year,70
778066,CA,INDIVIDUAL,< 1 year,Market City Caffe,C,RENT,44358,44243,00:00.0,Fully Paid,44299,980603,Car,C1, 36 months,Source Verified,35000,0.0549,67.38,0.1299,2000,10,2343,1 year,70
978779,IL,INDIVIDUAL,< 1 year,"Groupon, Inc",C,RENT,44480,44543,00:00.0,Fully Paid,44543,1201628,Car,C1, 36 months,Source Verified,58000,0.137,288.41,0.1349,8500,22,10179,1 year,70
782285,MN,INDIVIDUAL,< 1 year,Sporty's Pub,D,RENT,44358,44453,00:00.0,Fully Paid,44299,985260,Car,D2, 36 months,Source Verified,15000,0.0464,178.74,0.1719,5000,7,6152,1 year,70
736534,AZ,INDIVIDUAL,1 year,Thunderbird Adventist Academy,D,RENT,44327,44362,00:00.0,Fully Paid,44361,933494,Car,D1, 36 months,Source Verified,35000,0.0682,137.77,0.1454,4000,10,4959,1 year,70
523530,VA,INDIVIDUAL,4 years,Kroger Co,D,RENT,44357,44423,00:00.0,Fully Paid,44390,677368,Car,D1, 36 months,Source Verified,20800,0.1887,110.68,0.1484,3200,5,3985,4 years,65
403941,AZ,INDIVIDUAL,< 1 year,The Art Institute of Phoenix,E,RENT,44325,44452,00:00.0,Fully Paid,44388,449996,Car,E2, 36 months,Source Verified,4800,0.05,84.38,0.16,2400,5,2970,1 year,70
848888,NC,INDIVIDUAL,2 years,Sierra Nevada Corp,A,MORTGAGE,44419,44450,00:00.0,Fully Paid,44480,1060562,Car,A5, 36 months,Source Verified,86748,0.1076,315.63,0.0849,10000,10,10071,2 years,65
559528,TX,INDIVIDUAL,3 years,"VENTURE MECHANICAL, INC.",A,MORTGAGE,44418,44454,00:00.0,Fully Paid,44542,720261,Car,A5, 36 months,Source Verified,67500,0.054,93.85,0.0788,3000,38,3367,3 years,65
682833,FL,INDIVIDUAL,4 years,"Kimsey & DeBari, P.A.",C,MORTGAGE,44266,44332,00:00.0,Fully Paid,44359,872085,Car,C5, 36 months,Source Verified,125000,0.2419,507.06,0.1417,14800,21,16872,4 years,65
635885,OH,INDIVIDUAL,8 years,Madison County Engineers,C,OWN,44540,44422,00:00.0,Fully Paid,44329,814593,Car,C4, 36 months,Source Verified,88000,0.0395,203.18,0.1335,6000,28,7217,8 years,65
793621,MN,INDIVIDUAL,10+ years,Consolidated Container,B,RENT,44358,44423,00:00.0,Fully Paid,44422,998145,Car,B2, 36 months,Source Verified,28800,0.21,162.73,0.1059,5000,7,5858,10 years,80
389170,OH,INDIVIDUAL,5 years,Mahershalash LLC dba Frullati cafe,A,MORTGAGE,44295,44332,00:00.0,Charged Off,44237,423147,Car,A2, 36 months,Verified,69996,0.1262,374.29,0.0768,12000,35,3151,5 years,43.5
706518,GA,INDIVIDUAL,10+ years,Department of the Army,B,MORTGAGE,44266,44482,00:00.0,Charged Off,44360,898735,Car,B1, 36 months,Verified,98100,0.1769,224.66,0.0963,7000,23,5766,10 years,48.5
349789,TX,INDIVIDUAL,10+ years,CMC Capitol City Steel,C,MORTGAGE,44355,44449,00:00.0,Charged Off,44296,351611,Car,C5, 36 months,Verified,42000,0.2166,166.77,0.1229,5000,16,3897,10 years,48.5
356798,PA,INDIVIDUAL,9 years,Citizens Bank,C,MORTGAGE,44477,44265,00:00.0,Charged Off,44509,362283,Car,C5, 36 months,Verified,63000,0.0676,219.14,0.1304,6500,47,2625,9 years,33.5
386587,NJ,INDIVIDUAL,1 year,Dept of Homeland Security,C,OTHER,44295,44509,00:00.0,Charged Off,44386,418979,Car,C1, 36 months,Verified,37800,0.1038,334.67,0.1253,10000,24,1098,1 year,38.5
472483,GA,INDIVIDUAL,10+ years,Jacob Inc,A,RENT,44206,44358,00:00.0,Charged Off,44266,596610,Car,A1, 36 months,Verified,54000,0.07,587.1,0.0705,19000,4,6337,10 years,48.5
388538,MD,INDIVIDUAL,2 years,United Health Care,A,RENT,44295,44332,00:00.0,Charged Off,44296,422066,Car,A4, 36 months,Verified,63504,0.0835,527.13,0.0932,16500,30,5797,2 years,33.5
437200,IL,INDIVIDUAL,< 1 year,TinWerks Corporation,A,RENT,44448,44332,00:00.0,Charged Off,44327,524652,Car,A5, 36 months,Verified,85000,0.1201,305.01,0.0894,9600,32,5786,1 year,38.5
726300,FL,INDIVIDUAL,5 years,jerry leigh,B,RENT,44297,44511,00:00.0,Charged Off,44388,921650,Car,B3, 36 months,Verified,27600,0.0174,324.42,0.1037,10000,10,762,5 years,43.5
844298,TX,INDIVIDUAL,8 years,Army,C,RENT,44419,44452,00:00.0,Charged Off,44329,1055209,Car,C2, 36 months,Verified,45000,0.2157,152.69,0.1349,4500,19,3194,8 years,33.5
751543,CA,INDIVIDUAL,4 years,In Home Support Services,D,RENT,44327,44481,00:00.0,Charged Off,44359,950992,Car,D5, 36 months,Verified,9600,0.0975,105.9,0.1749,2950,4,1375,4 years,33.5
979183,SC,INDIVIDUAL,10+ years,american pure spring water,A,MORTGAGE,44480,44271,00:00.0,Fully Paid,44514,1202046,Car,A1, 36 months,Verified,96000,0.1169,213.05,0.0603,7000,21,7670,10 years,80
668490,LA,INDIVIDUAL,10+ years,AT&T,A,MORTGAGE,44238,44332,00:00.0,Fully Paid,44267,854716,Car,A1, 36 months,Verified,61200,0.0118,156.84,0.0542,5200,25,5441,10 years,80
782049,OH,INDIVIDUAL,10+ years,u.s. postal service,A,MORTGAGE,44358,44361,00:00.0,Fully Paid,44391,984985,Car,A2, 36 months,Verified,55530,0.175,98.26,0.0662,3200,16,3537,10 years,80
984383,MO,INDIVIDUAL,10+ years,DST Output,A,MORTGAGE,44480,44482,00:00.0,Fully Paid,44513,1207974,Car,A4, 36 months,Verified,74000,0.0089,156.46,0.079,5000,14,5477,10 years,80
847761,CA,INDIVIDUAL,10+ years,DW McCasland,A,MORTGAGE,44419,44542,00:00.0,Fully Paid,44573,1039056,Car,A5, 36 months,Verified,87600,0.1684,473.45,0.0849,15000,32,16376,10 years,80
877452,NY,INDIVIDUAL,3 years,lowes home center,A,MORTGAGE,44450,44332,00:00.0,Fully Paid,44511,1092174,Car,A1, 36 months,Verified,53000,0.0702,85.22,0.0603,2800,27,2814,3 years,65
685536,IL,INDIVIDUAL,4 years,spins,A,MORTGAGE,44266,44332,00:00.0,Fully Paid,44241,875193,Car,A4, 36 months,Verified,115600,0.1043,307.78,0.0729,9925,32,11075,4 years,65
658407,CA,INDIVIDUAL,5 years,Pellenc America Inc.,A,MORTGAGE,44207,44241,00:00.0,Fully Paid,44269,842051,Car,A2, 36 months,Verified,90000,0.0084,303.27,0.0579,10000,15,10918,5 years,75
516194,GA,INDIVIDUAL,8 years,CH Bakers,A,MORTGAGE,44326,44332,00:00.0,Fully Paid,44360,667153,Car,A3, 36 months,Verified,56902,0.1476,371.3,0.0714,12000,20,13368,8 years,65
973976,FL,INDIVIDUAL,8 years,Lockheed Martin,A,MORTGAGE,44480,44212,00:00.0,Fully Paid,44269,1196023,Car,A5, 36 months,Verified,54000,0.1582,120.67,0.089,3800,28,4313,8 years,65
526353,OR,INDIVIDUAL,10+ years,UPS,A,MORTGAGE,44357,44331,00:00.0,Fully Paid,44419,680916,Car,A3, 36 months,Verified,65000,0.0903,185.65,0.0714,6000,14,6393,10 years,80
751072,NJ,INDIVIDUAL,10+ years,Verizon,A,MORTGAGE,44327,44332,00:00.0,Fully Paid,44573,950481,Car,A5, 36 months,Verified,130000,0.1599,309.32,0.0849,9800,39,10815,10 years,80
610259,FL,INDIVIDUAL,2 years,Sears,A,MORTGAGE,44510,44332,00:00.0,Fully Paid,44574,782655,Car,A5, 36 months,Verified,78000,0.1454,185.02,0.0691,6000,48,6661,2 years,65
819494,CA,INDIVIDUAL,8 years,Valero Energy Corp.,A,MORTGAGE,44388,44423,00:00.0,Fully Paid,44453,1027615,Car,A2, 36 months,Verified,96000,0.0148,334.6,0.0599,11000,26,12045,8 years,65
970733,NY,INDIVIDUAL,5 years,,A,MORTGAGE,44480,44302,00:00.0,Fully Paid,44514,1192419,Car,A3, 36 months,Verified,240000,0.0572,261.34,0.0751,8400,28,9408,5 years,75
1016736,OH,INDIVIDUAL,10+ years,continental airlines,A,MORTGAGE,44511,44544,00:00.0,Fully Paid,44242,1244663,Car,A1, 36 months,Verified,80000,0.1077,258.71,0.0603,8500,47,9328,10 years,80
854197,MO,INDIVIDUAL,2 years,One Source Risk Management,A,MORTGAGE,44419,44453,00:00.0,Fully Paid,44483,1066430,Car,A1, 36 months,Verified,200000,0.0393,180.96,0.0542,6000,34,6515,2 years,65
391892,CT,INDIVIDUAL,3 years,PricewaterhouseCoopers LLP,A,MORTGAGE,44295,44419,00:00.0,Fully Paid,44419,428366,Car,A1, 36 months,Verified,117500,0.0861,543.3,0.0737,17500,28,19412,3 years,65
612380,NC,INDIVIDUAL,< 1 year,Wells Fargo (TekSystems),A,MORTGAGE,44510,44513,00:00.0,Fully Paid,44574,785253,Car,A1, 36 months,Verified,84000,0.0466,268.43,0.0542,12000,23,9664,1 year,70
691483,FL,INDIVIDUAL,3 years,"American Safety Council, Inc",B,MORTGAGE,44266,44269,00:00.0,Fully Paid,44300,882064,Car,B5, 36 months,Verified,50000,0.0511,196.75,0.1111,6000,5,7083,3 years,65
597573,CA,INDIVIDUAL,9 years,City of Manhattan Beach,B,MORTGAGE,44479,44482,00:00.0,Fully Paid,44543,767026,Car,B1, 36 months,Verified,85000,0.0786,648.92,0.1038,20000,31,23363,9 years,65
818350,CA,INDIVIDUAL,5 years,Coachella Valley Unified School District,B,MORTGAGE,44388,44481,00:00.0,Fully Paid,44512,1026273,Car,B3, 36 months,Verified,63000,0.239,242.24,0.1099,7400,28,8242,5 years,75
622529,FL,INDIVIDUAL,4 years,TSA,B,MORTGAGE,44540,44332,00:00.0,Fully Paid,44574,797838,Car,B1, 36 months,Verified,40000,0.1662,111.11,0.0888,3500,26,4000,4 years,65
421544,FL,INDIVIDUAL,10+ years,FirstCaribbean International Bank owned by CIBC,B,MORTGAGE,44448,44271,00:00.0,Fully Paid,44512,494914,Car,B4, 36 months,Verified,38268,0.1405,279.72,0.1218,8400,13,10070,10 years,80
369880,CA,INDIVIDUAL,4 years,ARCADIS,B,MORTGAGE,44205,44450,00:00.0,Fully Paid,44478,386125,Car,B4, 36 months,Verified,84240,0.1033,464.3,0.1189,14000,15,14910,4 years,65
561337,SC,INDIVIDUAL,6 years,Pep Boys Auto,C,MORTGAGE,44418,44328,00:00.0,Fully Paid,44328,722418,Car,C1, 36 months,Verified,86000,0.0561,89.59,0.1323,2650,16,3099,6 years,65
673339,CT,INDIVIDUAL,< 1 year,RM Contracting SISCA Northeast,C,MORTGAGE,44238,44302,00:00.0,Fully Paid,44298,860660,Car,C1, 36 months,Verified,91200,0.1537,301.87,0.1268,9000,25,9992,1 year,70
660830,NY,INDIVIDUAL,< 1 year,AON Corporation,C,MORTGAGE,44207,44332,00:00.0,Fully Paid,44512,845173,Car,C2, 36 months,Verified,77604,0.101,229.32,0.1306,6800,40,7882,1 year,70
346919,MI,INDIVIDUAL,< 1 year,School City of Michawaka,C,MORTGAGE,44324,44327,00:00.0,Fully Paid,44358,347255,Car,C3, 36 months,Verified,33000,0.0451,57.85,0.1166,3000,9,2082,1 year,70
585795,SC,INDIVIDUAL,2 years,Microsoft Corporation,D,MORTGAGE,44449,44268,00:00.0,Fully Paid,44481,752611,Car,D1, 36 months,Verified,110000,0.1244,155.65,0.1484,4500,25,5232,2 years,65
620256,IL,INDIVIDUAL,9 years,HSBC,D,MORTGAGE,44510,44328,00:00.0,Fully Paid,44359,794995,Car,D3, 36 months,Verified,93500,0.2237,216.14,0.1483,6250,44,7315,9 years,65
589646,CA,INDIVIDUAL,10+ years,The Rock Church,A,MORTGAGE,44479,44332,00:00.0,Fully Paid,44299,757456,Car,A5, 36 months,Verified,122400,0.0949,312.82,0.0788,10000,34,11206,10 years,80
445702,NY,INDIVIDUAL,10+ years,North Salem Central School District,A,OWN,44478,44481,00:00.0,Fully Paid,44512,544461,Car,A5, 36 months,Verified,102000,0.0621,476.58,0.0894,15000,19,17157,10 years,80
